,Exp Category,State,Year,Value
105,Aggregate_Expenditure,Assam,2013-14,37178.4
106,Aggregate_Expenditure,Assam,2014-15,64979.96
107,Aggregate_Expenditure,Assam,2015-16,63602.17
108,Aggregate_Expenditure,Bihar,1980-81,1791.0
109,Aggregate_Expenditure,Bihar,1981-82,1871.0
110,Aggregate_Expenditure,Bihar,1982-83,1940.0
111,Aggregate_Expenditure,Bihar,1983-84,2144.0
112,Aggregate_Expenditure,Bihar,1984-85,2408.0
113,Aggregate_Expenditure,Bihar,1985-86,2966.0
114,Aggregate_Expenditure,Bihar,1986-87,3360.0
115,Aggregate_Expenditure,Bihar,1987-88,3914.0
116,Aggregate_Expenditure,Bihar,1988-89,4324.0
117,Aggregate_Expenditure,Bihar,1989-90,5219.0
118,Aggregate_Expenditure,Bihar,1990-91,6217.0
119,Aggregate_Expenditure,Bihar,1991-92,6805.0
120,Aggregate_Expenditure,Bihar,1992-93,7743.0
121,Aggregate_Expenditure,Bihar,1993-94,8433.0
122,Aggregate_Expenditure,Bihar,1994-95,8555.0
123,Aggregate_Expenditure,Bihar,1995-96,9417.0
124,Aggregate_Expenditure,Bihar,1996-97,9407.0
125,Aggregate_Expenditure,Bihar,1997-98,10216.0
126,Aggregate_Expenditure,Bihar,1998-99,12171.0
127,Aggregate_Expenditure,Bihar,1999-00,19548.0
128,Aggregate_Expenditure,Bihar,2000-01,16946.0
129,Aggregate_Expenditure,Bihar,2001-02,14869.0
130,Aggregate_Expenditure,Bihar,2002-03,17752.0
131,Aggregate_Expenditure,Bihar,2003-04,19134.0
132,Aggregate_Expenditure,Bihar,2004-05,20055.0
133,Aggregate_Expenditure,Bihar,2005-06,22568.0
134,Aggregate_Expenditure,Bihar,2006-07,27136.0
135,Aggregate_Expenditure,Bihar,2007-08,31573.0
136,Aggregate_Expenditure,Bihar,2008-09,37181.25
137,Aggregate_Expenditure,Bihar,2009-10,42796.03
138,Aggregate_Expenditure,Bihar,2010-11,50704.52
139,Aggregate_Expenditure,Bihar,2011-12,60180.03
140,Aggregate_Expenditure,Bihar,2012-13,69206.57
141,Aggregate_Expenditure,Bihar,2013-14,80405.17
142,Aggregate_Expenditure,Bihar,2014-15,132186.89
143,Aggregate_Expenditure,Bihar,2015-16,120685.32
144,Aggregate_Expenditure,Chhattisgarh,1980-81,0.0
145,Aggregate_Expenditure,Chhattisgarh,1981-82,0.0
146,Aggregate_Expenditure,Chhattisgarh,1982-83,0.0
147,Aggregate_Expenditure,Chhattisgarh,1983-84,0.0
148,Aggregate_Expenditure,Chhattisgarh,1984-85,0.0
149,Aggregate_Expenditure,Chhattisgarh,1985-86,0.0
150,Aggregate_Expenditure,Chhattisgarh,1986-87,0.0
151,Aggregate_Expenditure,Chhattisgarh,1987-88,0.0
152,Aggregate_Expenditure,Chhattisgarh,1988-89,0.0
153,Aggregate_Expenditure,Chhattisgarh,1989-90,0.0
154,Aggregate_Expenditure,Chhattisgarh,1990-91,0.0
155,Aggregate_Expenditure,Chhattisgarh,1991-92,0.0
156,Aggregate_Expenditure,Chhattisgarh,1992-93,0.0
157,Aggregate_Expenditure,Chhattisgarh,1993-94,0.0
158,Aggregate_Expenditure,Chhattisgarh,1994-95,0.0
159,Aggregate_Expenditure,Chhattisgarh,1995-96,0.0
160,Aggregate_Expenditure,Chhattisgarh,1996-97,0.0
161,Aggregate_Expenditure,Chhattisgarh,1997-98,0.0
162,Aggregate_Expenditure,Chhattisgarh,1998-99,0.0
163,Aggregate_Expenditure,Chhattisgarh,1999-00,0.0
164,Aggregate_Expenditure,Chhattisgarh,2000-01,1917.0
165,Aggregate_Expenditure,Chhattisgarh,2001-02,5624.0
166,Aggregate_Expenditure,Chhattisgarh,2002-03,6822.0
167,Aggregate_Expenditure,Chhattisgarh,2003-04,8951.0
168,Aggregate_Expenditure,Chhattisgarh,2004-05,9647.0
169,Aggregate_Expenditure,Chhattisgarh,2005-06,9725.0
170,Aggregate_Expenditure,Chhattisgarh,2006-07,11991.0
171,Aggregate_Expenditure,Chhattisgarh,2007-08,15029.0
172,Aggregate_Expenditure,Chhattisgarh,2008-09,17713.97
173,Aggregate_Expenditure,Chhattisgarh,2009-10,21558.72
174,Aggregate_Expenditure,Chhattisgarh,2010-11,23564.68
175,Aggregate_Expenditure,Chhattisgarh,2011-12,28720.69
176,Aggregate_Expenditure,Chhattisgarh,2012-13,34819.25
177,Aggregate_Expenditure,Chhattisgarh,2013-14,39441.94
178,Aggregate_Expenditure,Chhattisgarh,2014-15,55979.35
179,Aggregate_Expenditure,Chhattisgarh,2015-16,65810.7
180,Aggregate_Expenditure,Goa,1980-81,0.0
181,Aggregate_Expenditure,Goa,1981-82,0.0
182,Aggregate_Expenditure,Goa,1982-83,0.0
183,Aggregate_Expenditure,Goa,1983-84,0.0
184,Aggregate_Expenditure,Goa,1984-85,0.0
185,Aggregate_Expenditure,Goa,1985-86,0.0
186,Aggregate_Expenditure,Goa,1986-87,255.0
187,Aggregate_Expenditure,Goa,1987-88,258.0
188,Aggregate_Expenditure,Goa,1988-89,284.0
189,Aggregate_Expenditure,Goa,1989-90,327.0
190,Aggregate_Expenditure,Goa,1990-91,395.0
191,Aggregate_Expenditure,Goa,1991-92,466.0
192,Aggregate_Expenditure,Goa,1992-93,499.0
193,Aggregate_Expenditure,Goa,1993-94,558.0
194,Aggregate_Expenditure,Goa,1994-95,601.0
195,Aggregate_Expenditure,Goa,1995-96,943.0
196,Aggregate_Expenditure,Goa,1996-97,946.0
197,Aggregate_Expenditure,Goa,1997-98,1270.0
198,Aggregate_Expenditure,Goa,1998-99,1458.0
199,Aggregate_Expenditure,Goa,1999-00,1614.0
200,Aggregate_Expenditure,Goa,2000-01,1962.0
201,Aggregate_Expenditure,Goa,2001-02,2353.0
202,Aggregate_Expenditure,Goa,2002-03,2401.0
203,Aggregate_Expenditure,Goa,2003-04,2416.0
204,Aggregate_Expenditure,Goa,2004-05,2541.0
205,Aggregate_Expenditure,Goa,2005-06,2849.0
206,Aggregate_Expenditure,Goa,2006-07,3176.0
207,Aggregate_Expenditure,Goa,2007-08,3559.0
208,Aggregate_Expenditure,Goa,2008-09,4517.43
209,Aggregate_Expenditure,Goa,2009-10,5524.45
210,Aggregate_Expenditure,Goa,2010-11,6228.9
211,Aggregate_Expenditure,Goa,2011-12,6953.57
212,Aggregate_Expenditure,Goa,2012-13,7346.45
213,Aggregate_Expenditure,Goa,2013-14,8149.5
214,Aggregate_Expenditure,Goa,2014-15,10131.41
215,Aggregate_Expenditure,Goa,2015-16,13102.77
216,Aggregate_Expenditure,Gujarat,1980-81,1442.0
217,Aggregate_Expenditure,Gujarat,1981-82,1565.0
218,Aggregate_Expenditure,Gujarat,1982-83,1949.0
219,Aggregate_Expenditure,Gujarat,1983-84,2178.0
220,Aggregate_Expenditure,Gujarat,1984-85,2463.0
221,Aggregate_Expenditure,Gujarat,1985-86,2625.0
222,Aggregate_Expenditure,Gujarat,1986-87,3323.0
223,Aggregate_Expenditure,Gujarat,1987-88,4089.0
224,Aggregate_Expenditure,Gujarat,1988-89,4374.0
225,Aggregate_Expenditure,Gujarat,1989-90,4844.0
226,Aggregate_Expenditure,Gujarat,1990-91,5470.0
227,Aggregate_Expenditure,Gujarat,1991-92,6908.0
228,Aggregate_Expenditure,Gujarat,1992-93,7987.0
229,Aggregate_Expenditure,Gujarat,1993-94,8408.0
230,Aggregate_Expenditure,Gujarat,1994-95,9498.0
231,Aggregate_Expenditure,Gujarat,1995-96,10811.0
232,Aggregate_Expenditure,Gujarat,1996-97,12576.0
233,Aggregate_Expenditure,Gujarat,1997-98,14875.0
234,Aggregate_Expenditure,Gujarat,1998-99,19172.0
235,Aggregate_Expenditure,Gujarat,1999-00,21466.0
236,Aggregate_Expenditure,Gujarat,2000-01,27175.0
237,Aggregate_Expenditure,Gujarat,2001-02,25651.0
238,Aggregate_Expenditure,Gujarat,2002-03,26921.0
239,Aggregate_Expenditure,Gujarat,2003-04,32986.0
240,Aggregate_Expenditure,Gujarat,2004-05,34900.0
241,Aggregate_Expenditure,Gujarat,2005-06,34235.0
242,Aggregate_Expenditure,Gujarat,2006-07,39200.0
243,Aggregate_Expenditure,Gujarat,2007-08,42681.0
244,Aggregate_Expenditure,Gujarat,2008-09,51897.42
245,Aggregate_Expenditure,Gujarat,2009-10,60335.23
246,Aggregate_Expenditure,Gujarat,2010-11,71606.61
247,Aggregate_Expenditure,Gujarat,2011-12,79414.19
248,Aggregate_Expenditure,Gujarat,2012-13,98281.32
249,Aggregate_Expenditure,Gujarat,2013-14,104720.58
250,Aggregate_Expenditure,Gujarat,2014-15,125490.25
251,Aggregate_Expenditure,Gujarat,2015-16,137518.73
252,Aggregate_Expenditure,Haryana,1980-81,607.0
253,Aggregate_Expenditure,Haryana,1981-82,696.0
254,Aggregate_Expenditure,Haryana,1982-83,917.0
255,Aggregate_Expenditure,Haryana,1983-84,960.0
256,Aggregate_Expenditure,Haryana,1984-85,1120.0
257,Aggregate_Expenditure,Haryana,1985-86,1315.0
258,Aggregate_Expenditure,Haryana,1986-87,1509.0
259,Aggregate_Expenditure,Haryana,1987-88,1663.0
260,Aggregate_Expenditure,Haryana,1988-89,1879.0
261,Aggregate_Expenditure,Haryana,1989-90,2121.0
262,Aggregate_Expenditure,Haryana,1990-91,2397.0
263,Aggregate_Expenditure,Haryana,1991-92,2727.0
264,Aggregate_Expenditure,Haryana,1992-93,2956.0
265,Aggregate_Expenditure,Haryana,1993-94,4109.0
266,Aggregate_Expenditure,Haryana,1994-95,6912.0
267,Aggregate_Expenditure,Haryana,1995-96,6131.0
268,Aggregate_Expenditure,Haryana,1996-97,7831.0
269,Aggregate_Expenditure,Haryana,1997-98,7806.0
270,Aggregate_Expenditure,Haryana,1998-99,8581.0
271,Aggregate_Expenditure,Haryana,1999-00,8359.0
272,Aggregate_Expenditure,Haryana,2000-01,9159.0
273,Aggregate_Expenditure,Haryana,2001-02,10728.0
274,Aggregate_Expenditure,Haryana,2002-03,10582.0
275,Aggregate_Expenditure,Haryana,2003-04,15122.0
276,Aggregate_Expenditure,Haryana,2004-05,14442.0
277,Aggregate_Expenditure,Haryana,2005-06,14830.0
278,Aggregate_Expenditure,Haryana,2006-07,19638.0
279,Aggregate_Expenditure,Haryana,2007-08,22079.0
280,Aggregate_Expenditure,Haryana,2008-09,26368.17
281,Aggregate_Expenditure,Haryana,2009-10,32561.93
282,Aggregate_Expenditure,Haryana,2010-11,34434.23
283,Aggregate_Expenditure,Haryana,2011-12,39751.43
284,Aggregate_Expenditure,Haryana,2012-13,46511.92
285,Aggregate_Expenditure,Haryana,2013-14,48928.65
286,Aggregate_Expenditure,Haryana,2014-15,63772.43
287,Aggregate_Expenditure,Haryana,2015-16,71674.8
288,Aggregate_Expenditure,Himachal Pradesh,1980-81,338.0
289,Aggregate_Expenditure,Himachal Pradesh,1981-82,297.0
290,Aggregate_Expenditure,Himachal Pradesh,1982-83,353.0
291,Aggregate_Expenditure,Himachal Pradesh,1983-84,385.0
292,Aggregate_Expenditure,Himachal Pradesh,1984-85,479.0
293,Aggregate_Expenditure,Himachal Pradesh,1985-86,588.0
294,Aggregate_Expenditure,Himachal Pradesh,1986-87,648.0
295,Aggregate_Expenditure,Himachal Pradesh,1987-88,805.0
296,Aggregate_Expenditure,Himachal Pradesh,1988-89,985.0
297,Aggregate_Expenditure,Himachal Pradesh,1989-90,992.0
298,Aggregate_Expenditure,Himachal Pradesh,1990-91,1118.0
299,Aggregate_Expenditure,Himachal Pradesh,1991-92,2341.0
300,Aggregate_Expenditure,Himachal Pradesh,1992-93,1447.0
301,Aggregate_Expenditure,Himachal Pradesh,1993-94,1691.0
302,Aggregate_Expenditure,Himachal Pradesh,1994-95,2009.0
303,Aggregate_Expenditure,Himachal Pradesh,1995-96,2350.0
304,Aggregate_Expenditure,Himachal Pradesh,1996-97,2633.0
305,Aggregate_Expenditure,Himachal Pradesh,1997-98,3453.0
306,Aggregate_Expenditure,Himachal Pradesh,1998-99,4167.0
307,Aggregate_Expenditure,Himachal Pradesh,1999-00,4714.0
308,Aggregate_Expenditure,Himachal Pradesh,2000-01,5315.0
309,Aggregate_Expenditure,Himachal Pradesh,2001-02,5670.0
310,Aggregate_Expenditure,Himachal Pradesh,2002-03,6616.0
311,Aggregate_Expenditure,Himachal Pradesh,2003-04,8096.0
312,Aggregate_Expenditure,Himachal Pradesh,2004-05,8034.0
313,Aggregate_Expenditure,Himachal Pradesh,2005-06,8587.0
314,Aggregate_Expenditure,Himachal Pradesh,2006-07,10091.0
315,Aggregate_Expenditure,Himachal Pradesh,2007-08,10614.0
316,Aggregate_Expenditure,Himachal Pradesh,2008-09,12492.35
317,Aggregate_Expenditure,Himachal Pradesh,2009-10,14030.92
318,Aggregate_Expenditure,Himachal Pradesh,2010-11,16131.28
319,Aggregate_Expenditure,Himachal Pradesh,2011-12,17328.51
320,Aggregate_Expenditure,Himachal Pradesh,2012-13,20714.59
321,Aggregate_Expenditure,Himachal Pradesh,2013-14,21271.18
322,Aggregate_Expenditure,Himachal Pradesh,2014-15,24894.61
323,Aggregate_Expenditure,Himachal Pradesh,2015-16,28338.62
324,Aggregate_Expenditure,Jammu & Kashmir,1980-81,428.0
325,Aggregate_Expenditure,Jammu & Kashmir,1981-82,548.0
326,Aggregate_Expenditure,Jammu & Kashmir,1982-83,504.0
327,Aggregate_Expenditure,Jammu & Kashmir,1983-84,620.0
328,Aggregate_Expenditure,Jammu & Kashmir,1984-85,747.0
329,Aggregate_Expenditure,Jammu & Kashmir,1985-86,889.0
330,Aggregate_Expenditure,Jammu & Kashmir,1986-87,989.0
331,Aggregate_Expenditure,Jammu & Kashmir,1987-88,1269.0
332,Aggregate_Expenditure,Jammu & Kashmir,1988-89,1404.0
333,Aggregate_Expenditure,Jammu & Kashmir,1989-90,1611.0
334,Aggregate_Expenditure,Jammu & Kashmir,1990-91,2021.0
335,Aggregate_Expenditure,Jammu & Kashmir,1991-92,2286.0
336,Aggregate_Expenditure,Jammu & Kashmir,1992-93,2321.0
337,Aggregate_Expenditure,Jammu & Kashmir,1993-94,2593.0
338,Aggregate_Expenditure,Jammu & Kashmir,1994-95,3339.0
339,Aggregate_Expenditure,Jammu & Kashmir,1995-96,3573.0
340,Aggregate_Expenditure,Jammu & Kashmir,1996-97,4021.0
341,Aggregate_Expenditure,Jammu & Kashmir,1997-98,4893.0
342,Aggregate_Expenditure,Jammu & Kashmir,1998-99,5849.0
343,Aggregate_Expenditure,Jammu & Kashmir,1999-00,7108.0
344,Aggregate_Expenditure,Jammu & Kashmir,2000-01,7829.0
345,Aggregate_Expenditure,Jammu & Kashmir,2001-02,8050.0
346,Aggregate_Expenditure,Jammu & Kashmir,2002-03,8738.0
347,Aggregate_Expenditure,Jammu & Kashmir,2003-04,8817.0
348,Aggregate_Expenditure,Jammu & Kashmir,2004-05,11127.0
349,Aggregate_Expenditure,Jammu & Kashmir,2005-06,13467.0
350,Aggregate_Expenditure,Jammu & Kashmir,2006-07,13873.0
351,Aggregate_Expenditure,Jammu & Kashmir,2007-08,17046.0
352,Aggregate_Expenditure,Jammu & Kashmir,2008-09,18749.89
353,Aggregate_Expenditure,Jammu & Kashmir,2009-10,22518.56
354,Aggregate_Expenditure,Jammu & Kashmir,2010-11,25568.92
355,Aggregate_Expenditure,Jammu & Kashmir,2011-12,29856.23
356,Aggregate_Expenditure,Jammu & Kashmir,2012-13,31778.03
357,Aggregate_Expenditure,Jammu & Kashmir,2013-14,31908.7
358,Aggregate_Expenditure,Jammu & Kashmir,2014-15,42471.21
359,Aggregate_Expenditure,Jammu & Kashmir,2015-16,45919.52
360,Aggregate_Expenditure,Jharkhand,1980-81,0.0
361,Aggregate_Expenditure,Jharkhand,1981-82,0.0
362,Aggregate_Expenditure,Jharkhand,1982-83,0.0
363,Aggregate_Expenditure,Jharkhand,1983-84,0.0
364,Aggregate_Expenditure,Jharkhand,1984-85,0.0
365,Aggregate_Expenditure,Jharkhand,1985-86,0.0
366,Aggregate_Expenditure,Jharkhand,1986-87,0.0
367,Aggregate_Expenditure,Jharkhand,1987-88,0.0
368,Aggregate_Expenditure,Jharkhand,1988-89,0.0
369,Aggregate_Expenditure,Jharkhand,1989-90,0.0
370,Aggregate_Expenditure,Jharkhand,1990-91,0.0
371,Aggregate_Expenditure,Jharkhand,1991-92,0.0
372,Aggregate_Expenditure,Jharkhand,1992-93,0.0
373,Aggregate_Expenditure,Jharkhand,1993-94,0.0
374,Aggregate_Expenditure,Jharkhand,1994-95,0.0
375,Aggregate_Expenditure,Jharkhand,1995-96,0.0
376,Aggregate_Expenditure,Jharkhand,1996-97,0.0
377,Aggregate_Expenditure,Jharkhand,1997-98,0.0
378,Aggregate_Expenditure,Jharkhand,1998-99,0.0
379,Aggregate_Expenditure,Jharkhand,1999-00,0.0
380,Aggregate_Expenditure,Jharkhand,2000-01,0.0
381,Aggregate_Expenditure,Jharkhand,2001-02,7934.0
382,Aggregate_Expenditure,Jharkhand,2002-03,9809.0
383,Aggregate_Expenditure,Jharkhand,2003-04,9738.0
384,Aggregate_Expenditure,Jharkhand,2004-05,11635.0
385,Aggregate_Expenditure,Jharkhand,2005-06,13417.0
386,Aggregate_Expenditure,Jharkhand,2006-07,15726.0
387,Aggregate_Expenditure,Jharkhand,2007-08,18360.0
388,Aggregate_Expenditure,Jharkhand,2008-09,20641.47
389,Aggregate_Expenditure,Jharkhand,2009-10,22712.77
390,Aggregate_Expenditure,Jharkhand,2010-11,26502.04
391,Aggregate_Expenditure,Jharkhand,2011-12,26007.07
392,Aggregate_Expenditure,Jharkhand,2012-13,30399.82
393,Aggregate_Expenditure,Jharkhand,2013-14,30063.74
394,Aggregate_Expenditure,Jharkhand,2014-15,50839.55
395,Aggregate_Expenditure,Jharkhand,2015-16,55492.95
396,Aggregate_Expenditure,Karnataka,1980-81,1302.0
397,Aggregate_Expenditure,Karnataka,1981-82,1409.0
398,Aggregate_Expenditure,Karnataka,1982-83,1739.0
399,Aggregate_Expenditure,Karnataka,1983-84,2002.0
400,Aggregate_Expenditure,Karnataka,1984-85,2615.0
401,Aggregate_Expenditure,Karnataka,1985-86,2894.0
402,Aggregate_Expenditure,Karnataka,1986-87,3069.0
403,Aggregate_Expenditure,Karnataka,1987-88,3437.0
404,Aggregate_Expenditure,Karnataka,1988-89,3778.0
405,Aggregate_Expenditure,Karnataka,1989-90,4401.0
406,Aggregate_Expenditure,Karnataka,1990-91,4979.0
407,Aggregate_Expenditure,Karnataka,1991-92,6248.0
408,Aggregate_Expenditure,Karnataka,1992-93,7100.0
409,Aggregate_Expenditure,Karnataka,1993-94,8089.0
410,Aggregate_Expenditure,Karnataka,1994-95,8859.0
411,Aggregate_Expenditure,Karnataka,1995-96,10406.0
412,Aggregate_Expenditure,Karnataka,1996-97,11981.0
413,Aggregate_Expenditure,Karnataka,1997-98,12601.0
414,Aggregate_Expenditure,Karnataka,1998-99,14886.0
415,Aggregate_Expenditure,Karnataka,1999-00,17818.0
416,Aggregate_Expenditure,Karnataka,2000-01,19664.0
417,Aggregate_Expenditure,Karnataka,2001-02,21938.0
418,Aggregate_Expenditure,Karnataka,2002-03,24074.0
419,Aggregate_Expenditure,Karnataka,2003-04,29267.0
420,Aggregate_Expenditure,Karnataka,2004-05,34246.0
421,Aggregate_Expenditure,Karnataka,2005-06,34973.0
422,Aggregate_Expenditure,Karnataka,2006-07,44085.0
423,Aggregate_Expenditure,Karnataka,2007-08,48031.0
424,Aggregate_Expenditure,Karnataka,2008-09,54038.82
425,Aggregate_Expenditure,Karnataka,2009-10,62963.51
426,Aggregate_Expenditure,Karnataka,2010-11,71934.09
427,Aggregate_Expenditure,Karnataka,2011-12,85756.16
428,Aggregate_Expenditure,Karnataka,2012-13,96601.17
429,Aggregate_Expenditure,Karnataka,2013-14,110648.7
430,Aggregate_Expenditure,Karnataka,2014-15,132835.44
431,Aggregate_Expenditure,Karnataka,2015-16,140534.43
432,Aggregate_Expenditure,Kerala,1980-81,855.0
433,Aggregate_Expenditure,Kerala,1981-82,1086.0
434,Aggregate_Expenditure,Kerala,1982-83,996.0
435,Aggregate_Expenditure,Kerala,1983-84,1322.0
436,Aggregate_Expenditure,Kerala,1984-85,1572.0
437,Aggregate_Expenditure,Kerala,1985-86,1969.0
438,Aggregate_Expenditure,Kerala,1986-87,2162.0
439,Aggregate_Expenditure,Kerala,1987-88,2251.0
440,Aggregate_Expenditure,Kerala,1988-89,2521.0
441,Aggregate_Expenditure,Kerala,1989-90,2889.0
442,Aggregate_Expenditure,Kerala,1990-91,3376.0
443,Aggregate_Expenditure,Kerala,1991-92,4005.0
444,Aggregate_Expenditure,Kerala,1992-93,4363.0
445,Aggregate_Expenditure,Kerala,1993-94,5138.0
446,Aggregate_Expenditure,Kerala,1994-95,5959.0
447,Aggregate_Expenditure,Kerala,1995-96,6922.0
448,Aggregate_Expenditure,Kerala,1996-97,7943.0
